flow_id,timestamp,src_site,dst_site,src_ip,dst_ip,src_port,dst_port,protocol,application,bytes,packets,duration_ms,dscp,fault_active
NF-0000419,2026-06-24T07:43:00,branch-guwahati,branch-nagpur,10.1.8.1,10.1.13.1,50883,123,UDP,NTP,40963608,87716,19091,CS0,0
NF-0000420,2026-06-24T07:28:00,branch-chennai,branch-bengaluru,10.1.2.1,10.1.1.1,50016,161,UDP,SNMP,44711177,79557,61415,CS0,0
NF-0000421,2026-06-24T07:46:00,branch-bhubaneswar,branch-guwahati,10.1.7.1,10.1.8.1,54127,443,TCP,HTTPS,47155530,92100,37921,CS0,0
NF-0000422,2026-06-24T07:13:00,branch-bhubaneswar,branch-kochi,10.1.7.1,10.1.12.1,54401,179,TCP,BGP,16531962,16955,47993,CS0,0
NF-0000423,2026-06-24T07:18:00,branch-jaipur,hub-delhi,10.1.10.1,10.0.0.1,58489,123,UDP,NTP,7444154,13759,118868,CS0,0
NF-0000424,2026-06-24T07:49:00,branch-chandigarh,branch-chennai,10.1.9.1,10.1.2.1,62246,161,UDP,SNMP,45580015,33788,111946,CS0,0
NF-0000425,2026-06-24T07:09:00,dc-mumbai,branch-nagpur,10.0.0.2,10.1.13.1,58821,22,TCP,SSH,26808698,27524,72075,CS0,0
NF-0000426,2026-06-24T07:11:00,branch-bhopal,branch-bengaluru,10.1.14.1,10.1.1.1,61012,53,UDP,DNS,46040217,54356,35900,CS0,0
NF-0000427,2026-06-24T07:33:00,branch-bhopal,hub-delhi,10.1.14.1,10.0.0.1,56026,21,TCP,FTP-Backup,26477954,62301,48815,CS0,0
NF-0000428,2026-06-24T07:21:00,branch-chandigarh,hub-delhi,10.1.9.1,10.0.0.1,57331,53,UDP,DNS,19762557,21068,17745,CS0,0
NF-0000429,2026-06-24T07:56:00,branch-jaipur,branch-lucknow,10.1.10.1,10.1.11.1,65045,179,TCP,BGP,35239511,61286,64343,CS0,0
NF-0000430,2026-06-24T07:02:00,branch-pune,branch-lucknow,10.1.4.1,10.1.11.1,61243,179,TCP,BGP,9215392,17453,69957,CS0,0
NF-0000431,2026-06-24T07:58:00,branch-kochi,branch-bengaluru,10.1.12.1,10.1.1.1,52499,514,UDP,Syslog,4432193,3307,89876,CS0,0
NF-0000432,2026-06-24T07:51:00,branch-bengaluru,branch-chennai,10.1.1.1,10.1.2.1,61638,161,UDP,SNMP,16944775,21314,5267,CS0,0
NF-0000433,2026-06-24T07:05:00,hub-delhi,branch-lucknow,10.0.0.1,10.1.11.1,62920,5060,UDP,VoIP-RTP,40085408,72750,50607,EF,0
NF-0000434,2026-06-24T07:16:00,branch-chennai,branch-nagpur,10.1.2.1,10.1.13.1,61688,443,TCP,HTTPS,6836910,13147,85702,CS0,0
NF-0000435,2026-06-24T07:02:00,branch-bhubaneswar,branch-chennai,10.1.7.1,10.1.2.1,61613,53,UDP,DNS,6489550,14421,17714,CS0,0
NF-0000436,2026-06-24T07:39:00,branch-guwahati,branch-bengaluru,10.1.8.1,10.1.1.1,56805,5060,UDP,VoIP-RTP,38467599,31976,108823,EF,0
NF-0000437,2026-06-24T07:07:00,hub-delhi,branch-hyderabad,10.0.0.1,10.1.3.1,53929,123,UDP,NTP,21321980,25173,86158,CS0,0
NF-0000438,2026-06-24T07:17:00,branch-bengaluru,branch-ahmedabad,10.1.1.1,10.1.5.1,51776,389,TCP,LDAP,39911324,85098,738,CS0,0
NF-0000439,2026-06-24T07:07:00,branch-bhopal,branch-hyderabad,10.1.14.1,10.1.3.1,58974,161,UDP,SNMP,49938487,48911,107726,CS0,0
NF-0000440,2026-06-24T07:26:00,branch-chennai,branch-nagpur,10.1.2.1,10.1.13.1,59344,53,UDP,DNS,28740680,45118,103662,CS0,0
NF-0000441,2026-06-24T07:12:00,branch-hyderabad,branch-pune,10.1.3.1,10.1.4.1,59708,443,TCP,HTTPS,27770577,21729,53402,CS0,0
NF-0000442,2026-06-24T07:46:00,branch-bhubaneswar,branch-pune,10.1.7.1,10.1.4.1,63617,8801,UDP,Video-Conf,45136441,64758,23931,AF41,0
NF-0000443,2026-06-24T07:55:00,branch-lucknow,branch-bengaluru,10.1.11.1,10.1.1.1,53318,161,UDP,SNMP,39179011,33343,111331,CS0,0
NF-0000444,2026-06-24T07:24:00,branch-pune,branch-kolkata,10.1.4.1,10.1.6.1,60994,21,TCP,FTP-Backup,37739868,30959,56495,CS0,0
NF-0000445,2026-06-24T07:32:00,branch-lucknow,branch-chandigarh,10.1.11.1,10.1.9.1,58924,514,UDP,Syslog,25703371,30599,24214,CS0,0
NF-0000446,2026-06-24T07:43:00,branch-ahmedabad,branch-kolkata,10.1.5.1,10.1.6.1,51995,443,TCP,HTTPS,27240288,21198,94805,CS0,0
NF-0000447,2026-06-24T07:35:00,branch-bhopal,branch-ahmedabad,10.1.14.1,10.1.5.1,56474,514,UDP,Syslog,47965302,35011,83089,CS0,0
NF-0000448,2026-06-24T07:19:00,hub-delhi,dc-mumbai,10.0.0.1,10.0.0.2,60732,5060,UDP,VoIP-RTP,33235429,24970,59549,EF,0
NF-0000449,2026-06-24T07:06:00,branch-guwahati,branch-kolkata,10.1.8.1,10.1.6.1,58684,514,UDP,Syslog,14613463,23570,96781,CS0,0
NF-0000450,2026-06-24T07:44:00,branch-hyderabad,branch-bengaluru,10.1.3.1,10.1.1.1,57175,5060,UDP,VoIP-RTP,11131554,10452,24058,EF,0
NF-0000451,2026-06-24T07:28:00,branch-hyderabad,branch-bengaluru,10.1.3.1,10.1.1.1,65184,21,TCP,FTP-Backup,5304911,6614,50886,CS0,0
NF-0000452,2026-06-24T07:35:00,branch-chandigarh,branch-pune,10.1.9.1,10.1.4.1,51308,443,TCP,HTTPS,28899737,44461,16440,CS0,0
NF-0000453,2026-06-24T07:02:00,branch-kochi,branch-bhubaneswar,10.1.12.1,10.1.7.1,59417,3200,TCP,ERP-SAP,49895902,117957,44267,CS0,0
NF-0000454,2026-06-24T07:24:00,branch-chennai,branch-kochi,10.1.2.1,10.1.12.1,59551,5060,UDP,VoIP-RTP,42142206,51644,68475,EF,0
NF-0000455,2026-06-24T07:34:00,branch-ahmedabad,branch-chandigarh,10.1.5.1,10.1.9.1,64232,389,TCP,LDAP,4089264,7759,105332,CS0,0
NF-0000456,2026-06-24T07:52:00,branch-kolkata,branch-bengaluru,10.1.6.1,10.1.1.1,62958,443,TCP,HTTPS,34488263,46732,34659,CS0,0
NF-0000457,2026-06-24T07:57:00,branch-jaipur,branch-nagpur,10.1.10.1,10.1.13.1,55517,22,TCP,SSH,18678313,34847,92060,CS0,0
NF-0000458,2026-06-24T07:21:00,branch-nagpur,hub-delhi,10.1.13.1,10.0.0.1,54937,5060,UDP,VoIP-RTP,14784500,24236,18131,EF,0
NF-0000459,2026-06-24T07:22:00,branch-guwahati,hub-delhi,10.1.8.1,10.0.0.1,56233,22,TCP,SSH,29270013,31574,81120,CS0,0
NF-0000460,2026-06-24T07:41:00,hub-delhi,dc-mumbai,10.0.0.1,10.0.0.2,64959,514,UDP,Syslog,49823730,71895,40609,CS0,0
NF-0000461,2026-06-24T07:37:00,branch-nagpur,branch-chandigarh,10.1.13.1,10.1.9.1,63274,123,UDP,NTP,19533826,29777,98306,CS0,0
NF-0000462,2026-06-24T07:52:00,dc-mumbai,branch-bhubaneswar,10.0.0.2,10.1.7.1,52851,514,UDP,Syslog,34035087,70320,48669,CS0,0
NF-0000463,2026-06-24T07:24:00,branch-bhubaneswar,branch-lucknow,10.1.7.1,10.1.11.1,52606,443,TCP,HTTPS,10108916,9757,48915,CS0,0
NF-0000464,2026-06-24T07:24:00,branch-chandigarh,branch-ahmedabad,10.1.9.1,10.1.5.1,49394,5060,UDP,VoIP-RTP,2813731,2737,7056,EF,0
NF-0000465,2026-06-24T07:01:00,hub-delhi,branch-pune,10.0.0.1,10.1.4.1,65280,8801,UDP,Video-Conf,17747955,12768,1403,AF41,0
NF-0000466,2026-06-24T07:14:00,branch-chandigarh,branch-chennai,10.1.9.1,10.1.2.1,59901,8801,UDP,Video-Conf,26706050,29028,15893,AF41,0
NF-0000467,2026-06-24T07:09:00,branch-bengaluru,branch-nagpur,10.1.1.1,10.1.13.1,59350,514,UDP,Syslog,45429269,36141,32253,CS0,0
NF-0000468,2026-06-24T07:49:00,branch-lucknow,branch-kochi,10.1.11.1,10.1.12.1,51300,21,TCP,FTP-Backup,31709883,48045,8527,CS0,0
NF-0000469,2026-06-24T07:01:00,branch-lucknow,hub-delhi,10.1.11.1,10.0.0.1,65303,161,UDP,SNMP,36563573,51066,73312,CS0,0
NF-0000470,2026-06-24T07:08:00,branch-bengaluru,dc-mumbai,10.1.1.1,10.0.0.2,63537,123,UDP,NTP,13075685,9359,34885,CS0,0
NF-0000471,2026-06-24T07:24:00,branch-chandigarh,branch-ahmedabad,10.1.9.1,10.1.5.1,50418,161,UDP,SNMP,35819804,42591,92138,CS0,0
NF-0000472,2026-06-24T07:36:00,branch-lucknow,branch-jaipur,10.1.11.1,10.1.10.1,52004,123,UDP,NTP,6993065,7609,5334,CS0,0
NF-0000473,2026-06-24T07:42:00,dc-mumbai,branch-bengaluru,10.0.0.2,10.1.1.1,62579,389,TCP,LDAP,48439187,36094,78941,CS0,0
NF-0000474,2026-06-24T07:49:00,branch-ahmedabad,branch-kochi,10.1.5.1,10.1.12.1,50908,22,TCP,SSH,24909952,21927,62534,CS0,0
NF-0000475,2026-06-24T07:25:00,branch-guwahati,branch-kolkata,10.1.8.1,10.1.6.1,54731,3200,TCP,ERP-SAP,36219070,60465,110426,CS0,0
NF-0000476,2026-06-24T07:54:00,branch-guwahati,branch-bhubaneswar,10.1.8.1,10.1.7.1,63538,8801,UDP,Video-Conf,17323692,25034,40536,AF41,0
NF-0000477,2026-06-24T07:42:00,branch-bhubaneswar,branch-chennai,10.1.7.1,10.1.2.1,53164,5060,UDP,VoIP-RTP,49257202,54427,51427,EF,0
NF-0000478,2026-06-24T08:35:00,hub-delhi,branch-bhopal,10.0.0.1,10.1.14.1,53542,21,TCP,FTP-Backup,5080760,7768,111612,CS0,0
NF-0000479,2026-06-24T08:17:00,branch-pune,branch-nagpur,10.1.4.1,10.1.13.1,54008,21,TCP,FTP-Backup,44574071,69974,14407,CS0,0
NF-0000480,2026-06-24T08:27:00,branch-lucknow,branch-hyderabad,10.1.11.1,10.1.3.1,58337,443,TCP,HTTPS,43065964,58753,43488,CS0,0
NF-0000481,2026-06-24T08:32:00,branch-ahmedabad,branch-kochi,10.1.5.1,10.1.12.1,61853,8801,UDP,Video-Conf,8763992,6767,59887,AF41,0
NF-0000482,2026-06-24T08:04:00,branch-chandigarh,hub-delhi,10.1.9.1,10.0.0.1,60637,8801,UDP,Video-Conf,17795367,14281,66530,AF41,0
NF-0000483,2026-06-24T08:06:00,branch-hyderabad,hub-delhi,10.1.3.1,10.0.0.1,57725,123,UDP,NTP,6322757,8179,118056,CS0,0
NF-0000484,2026-06-24T08:39:00,branch-hyderabad,branch-ahmedabad,10.1.3.1,10.1.5.1,59943,5060,UDP,VoIP-RTP,5683816,6671,66678,EF,0
NF-0000485,2026-06-24T08:59:00,branch-bhopal,branch-ahmedabad,10.1.14.1,10.1.5.1,52572,3200,TCP,ERP-SAP,10881780,14374,46249,CS0,0
NF-0000486,2026-06-24T08:05:00,hub-delhi,branch-bhopal,10.0.0.1,10.1.14.1,58235,514,UDP,Syslog,14034822,14835,7542,CS0,0
NF-0000487,2026-06-24T08:16:00,branch-ahmedabad,hub-delhi,10.1.5.1,10.0.0.1,51532,389,TCP,LDAP,29798978,50592,33123,CS0,0
NF-0000488,2026-06-24T08:57:00,branch-bengaluru,branch-chandigarh,10.1.1.1,10.1.9.1,59080,179,TCP,BGP,20614206,24280,40101,CS0,0
NF-0000489,2026-06-24T08:04:00,branch-bengaluru,branch-hyderabad,10.1.1.1,10.1.3.1,54585,443,TCP,HTTPS,47136302,69216,8985,CS0,0
NF-0000490,2026-06-24T08:15:00,branch-hyderabad,branch-guwahati,10.1.3.1,10.1.8.1,65181,123,UDP,NTP,6977139,14782,55124,CS0,0
NF-0000491,2026-06-24T08:24:00,dc-mumbai,branch-bhubaneswar,10.0.0.2,10.1.7.1,61414,514,UDP,Syslog,45771688,108721,3499,CS0,0
NF-0000492,2026-06-24T08:57:00,branch-pune,branch-jaipur,10.1.4.1,10.1.10.1,63271,123,UDP,NTP,38310628,28935,53641,CS0,0
NF-0000493,2026-06-24T08:24:00,branch-jaipur,hub-delhi,10.1.10.1,10.0.0.1,58206,5060,UDP,VoIP-RTP,19921705,16423,51894,EF,0
NF-0000494,2026-06-24T08:20:00,branch-lucknow,branch-hyderabad,10.1.11.1,10.1.3.1,53095,389,TCP,LDAP,23382277,27769,30578,CS0,0
NF-0000495,2026-06-24T08:13:00,branch-chennai,branch-lucknow,10.1.2.1,10.1.11.1,56934,3200,TCP,ERP-SAP,38745559,72286,29436,CS0,0
NF-0000496,2026-06-24T08:45:00,branch-kolkata,branch-kochi,10.1.6.1,10.1.12.1,58813,21,TCP,FTP-Backup,31818631,29681,112360,CS0,0
NF-0000497,2026-06-24T08:07:00,branch-chandigarh,hub-delhi,10.1.9.1,10.0.0.1,62046,22,TCP,SSH,7973588,6519,25393,CS0,0
NF-0000498,2026-06-24T08:55:00,branch-guwahati,branch-kolkata,10.1.8.1,10.1.6.1,51391,389,TCP,LDAP,13738280,15647,56872,CS0,1
NF-0000499,2026-06-24T08:15:00,branch-ahmedabad,branch-pune,10.1.5.1,10.1.4.1,50066,443,TCP,HTTPS,36109881,25885,37485,CS0,0
NF-0000500,2026-06-24T08:03:00,branch-ahmedabad,dc-mumbai,10.1.5.1,10.0.0.2,50077,5060,UDP,VoIP-RTP,11325906,23497,52186,EF,0
NF-0000501,2026-06-24T08:47:00,branch-chennai,branch-ahmedabad,10.1.2.1,10.1.5.1,56494,22,TCP,SSH,28599455,25153,116799,CS0,0
NF-0000502,2026-06-24T08:20:00,branch-bhopal,branch-ahmedabad,10.1.14.1,10.1.5.1,55595,5060,UDP,VoIP-RTP,489433,683,7974,EF,0
NF-0000503,2026-06-24T08:11:00,branch-jaipur,branch-bhopal,10.1.10.1,10.1.14.1,63978,8801,UDP,Video-Conf,4314893,7530,68584,AF41,0
NF-0000504,2026-06-24T08:25:00,branch-ahmedabad,branch-chennai,10.1.5.1,10.1.2.1,57917,3200,TCP,ERP-SAP,31008460,23123,43568,CS0,0
NF-0000505,2026-06-24T08:41:00,branch-pune,branch-chandigarh,10.1.4.1,10.1.9.1,54326,21,TCP,FTP-Backup,47645441,47693,9563,CS0,0
NF-0000506,2026-06-24T08:33:00,branch-kolkata,branch-bengaluru,10.1.6.1,10.1.1.1,52878,161,UDP,SNMP,8748088,7182,107207,CS0,0
NF-0000507,2026-06-24T08:29:00,branch-bhopal,branch-guwahati,10.1.14.1,10.1.8.1,49532,161,UDP,SNMP,19161494,19959,96748,CS0,0
NF-0000508,2026-06-24T08:17:00,branch-pune,branch-bhopal,10.1.4.1,10.1.14.1,61873,8801,UDP,Video-Conf,18304761,25178,15411,AF41,0
NF-0000509,2026-06-24T08:18:00,branch-jaipur,branch-guwahati,10.1.10.1,10.1.8.1,53789,389,TCP,LDAP,17159022,19998,78968,CS0,0
NF-0000510,2026-06-24T08:24:00,branch-chandigarh,branch-chennai,10.1.9.1,10.1.2.1,64074,514,UDP,Syslog,45404275,51537,82743,CS0,0
NF-0000511,2026-06-24T08:41:00,branch-ahmedabad,branch-hyderabad,10.1.5.1,10.1.3.1,64947,514,UDP,Syslog,27665942,19789,28709,CS0,0
NF-0000512,2026-06-24T08:17:00,branch-lucknow,branch-chennai,10.1.11.1,10.1.2.1,55885,161,UDP,SNMP,32209722,26796,87257,CS0,0
NF-0000513,2026-06-24T08:03:00,branch-chennai,branch-lucknow,10.1.2.1,10.1.11.1,56809,514,UDP,Syslog,43481673,42256,3586,CS0,0
NF-0000514,2026-06-24T08:25:00,branch-kochi,branch-nagpur,10.1.12.1,10.1.13.1,62709,21,TCP,FTP-Backup,43571209,43268,24455,CS0,0
NF-0000515,2026-06-24T08:28:00,dc-mumbai,branch-chandigarh,10.0.0.2,10.1.9.1,55153,161,UDP,SNMP,19445000,21996,87399,CS0,0
NF-0000516,2026-06-24T08:03:00,branch-kochi,branch-bengaluru,10.1.12.1,10.1.1.1,57543,443,TCP,HTTPS,10904596,8168,99107,CS0,0
NF-0000517,2026-06-24T08:06:00,branch-bengaluru,branch-guwahati,10.1.1.1,10.1.8.1,50571,514,UDP,Syslog,13041073,23371,64916,CS0,0
NF-0000518,2026-06-24T08:55:00,branch-pune,branch-ahmedabad,10.1.4.1,10.1.5.1,49693,21,TCP,FTP-Backup,21494970,24763,57251,CS0,0
NF-0000519,2026-06-24T08:26:00,branch-pune,branch-jaipur,10.1.4.1,10.1.10.1,59416,5060,UDP,VoIP-RTP,34595265,42344,71306,EF,0
NF-0000520,2026-06-24T08:59:00,branch-bengaluru,dc-mumbai,10.1.1.1,10.0.0.2,52557,179,TCP,BGP,9752579,15857,48627,CS0,0
NF-0000521,2026-06-24T08:18:00,branch-kochi,branch-chandigarh,10.1.12.1,10.1.9.1,54592,21,TCP,FTP-Backup,42382003,46420,63241,CS0,0
NF-0000522,2026-06-24T08:44:00,branch-lucknow,branch-ahmedabad,10.1.11.1,10.1.5.1,55884,21,TCP,FTP-Backup,27863752,36092,33681,CS0,0
NF-0000523,2026-06-24T08:36:00,branch-kochi,branch-bengaluru,10.1.12.1,10.1.1.1,63834,3200,TCP,ERP-SAP,35281620,54030,35301,CS0,0
NF-0000524,2026-06-24T08:12:00,branch-jaipur,branch-kolkata,10.1.10.1,10.1.6.1,60113,161,UDP,SNMP,13966176,33016,1581,CS0,0
NF-0000525,2026-06-24T08:13:00,hub-delhi,branch-nagpur,10.0.0.1,10.1.13.1,60726,123,UDP,NTP,9969744,10428,39395,CS0,0
NF-0000526,2026-06-24T08:21:00,branch-chandigarh,branch-kolkata,10.1.9.1,10.1.6.1,53752,8801,UDP,Video-Conf,22002140,39149,91597,AF41,0
NF-0000527,2026-06-24T08:48:00,branch-chennai,branch-jaipur,10.1.2.1,10.1.10.1,61474,8801,UDP,Video-Conf,45302644,37163,15036,AF41,0
NF-0000528,2026-06-24T08:45:00,dc-mumbai,hub-delhi,10.0.0.2,10.0.0.1,51762,53,UDP,DNS,6403420,8735,35325,CS0,0
NF-0000529,2026-06-24T08:45:00,branch-kochi,branch-bhubaneswar,10.1.12.1,10.1.7.1,61959,123,UDP,NTP,18396443,16724,39149,CS0,0
NF-0000530,2026-06-24T08:46:00,branch-hyderabad,branch-jaipur,10.1.3.1,10.1.10.1,64494,389,TCP,LDAP,30003568,50681,94913,CS0,0
NF-0000531,2026-06-24T08:08:00,branch-ahmedabad,branch-bengaluru,10.1.5.1,10.1.1.1,58243,22,TCP,SSH,3590897,6423,87627,CS0,0
NF-0000532,2026-06-24T08:42:00,branch-kolkata,branch-bhopal,10.1.6.1,10.1.14.1,49336,22,TCP,SSH,24050582,18429,24682,CS0,0
NF-0000533,2026-06-24T08:55:00,hub-delhi,branch-bhubaneswar,10.0.0.1,10.1.7.1,60187,443,TCP,HTTPS,9141054,13871,16676,CS0,0
NF-0000534,2026-06-24T08:50:00,branch-chandigarh,dc-mumbai,10.1.9.1,10.0.0.2,60741,179,TCP,BGP,35167710,45554,32172,CS0,0
NF-0000535,2026-06-24T08:51:00,branch-bengaluru,hub-delhi,10.1.1.1,10.0.0.1,55894,3200,TCP,ERP-SAP,7480392,10219,47608,CS0,0
NF-0000536,2026-06-24T08:21:00,branch-bhopal,branch-hyderabad,10.1.14.1,10.1.3.1,53098,8801,UDP,Video-Conf,30592853,53020,90308,AF41,0
NF-0000537,2026-06-24T08:16:00,hub-delhi,branch-bengaluru,10.0.0.1,10.1.1.1,54461,514,UDP,Syslog,35534103,30792,42569,CS0,0
NF-0000538,2026-06-24T08:34:00,branch-chandigarh,branch-nagpur,10.1.9.1,10.1.13.1,56917,53,UDP,DNS,38857738,49437,64479,CS0,0
NF-0000539,2026-06-24T08:44:00,branch-kolkata,hub-delhi,10.1.6.1,10.0.0.1,55363,389,TCP,LDAP,25348208,19453,27723,CS0,0
NF-0000540,2026-06-24T09:37:00,branch-bhubaneswar,branch-nagpur,10.1.7.1,10.1.13.1,62764,179,TCP,BGP,5982193,12948,29915,CS0,0
NF-0000541,2026-06-24T09:18:00,branch-kochi,branch-bhubaneswar,10.1.12.1,10.1.7.1,57889,161,UDP,SNMP,49765652,36485,106145,CS0,0
NF-0000542,2026-06-24T09:46:00,branch-lucknow,branch-chandigarh,10.1.11.1,10.1.9.1,54427,5060,UDP,VoIP-RTP,28906264,28507,78605,EF,0
NF-0000543,2026-06-24T09:05:00,branch-bhopal,branch-hyderabad,10.1.14.1,10.1.3.1,50433,21,TCP,FTP-Backup,7863009,6230,42479,CS0,0
NF-0000544,2026-06-24T09:33:00,branch-chennai,branch-guwahati,10.1.2.1,10.1.8.1,50322,3200,TCP,ERP-SAP,45985774,40092,1865,CS0,0
NF-0000545,2026-06-24T09:59:00,branch-bhubaneswar,branch-bhopal,10.1.7.1,10.1.14.1,63499,389,TCP,LDAP,6813020,6944,6068,CS0,0
NF-0000546,2026-06-24T09:17:00,branch-bengaluru,branch-ahmedabad,10.1.1.1,10.1.5.1,55017,8801,UDP,Video-Conf,44023644,46098,60270,AF41,0
NF-0000547,2026-06-24T09:44:00,branch-guwahati,branch-bhubaneswar,10.1.8.1,10.1.7.1,51172,161,UDP,SNMP,13126298,11434,14679,CS0,1
NF-0000548,2026-06-24T09:44:00,dc-mumbai,branch-kolkata,10.0.0.2,10.1.6.1,59707,5060,UDP,VoIP-RTP,41573527,30257,102048,EF,0
NF-0000549,2026-06-24T09:25:00,branch-hyderabad,dc-mumbai,10.1.3.1,10.0.0.2,63595,8801,UDP,Video-Conf,32314051,67180,82830,AF41,0
NF-0000550,2026-06-24T09:56:00,branch-bengaluru,dc-mumbai,10.1.1.1,10.0.0.2,55997,53,UDP,DNS,27124281,36803,30410,CS0,0
NF-0000551,2026-06-24T09:47:00,branch-kolkata,branch-kochi,10.1.6.1,10.1.12.1,60596,3200,TCP,ERP-SAP,9587032,7513,95716,CS0,0
NF-0000552,2026-06-24T09:43:00,branch-nagpur,branch-pune,10.1.13.1,10.1.4.1,57011,5060,UDP,VoIP-RTP,34489965,33036,59307,EF,0
NF-0000553,2026-06-24T09:52:00,branch-kolkata,branch-nagpur,10.1.6.1,10.1.13.1,49186,22,TCP,SSH,15571673,21870,28071,CS0,0
NF-0000554,2026-06-24T09:55:00,branch-hyderabad,branch-chennai,10.1.3.1,10.1.2.1,55867,179,TCP,BGP,47487780,99555,47372,CS0,0
NF-0000555,2026-06-24T09:57:00,branch-guwahati,branch-nagpur,10.1.8.1,10.1.13.1,65475,3200,TCP,ERP-SAP,1921183,3659,6941,CS0,1
NF-0000556,2026-06-24T09:11:00,branch-pune,dc-mumbai,10.1.4.1,10.0.0.2,49326,443,TCP,HTTPS,25186094,18464,69352,CS0,0
NF-0000557,2026-06-24T09:46:00,branch-chennai,branch-bengaluru,10.1.2.1,10.1.1.1,61437,3200,TCP,ERP-SAP,39987216,35293,88581,CS0,0
NF-0000558,2026-06-24T09:41:00,branch-kolkata,branch-nagpur,10.1.6.1,10.1.13.1,63156,22,TCP,SSH,28134568,28190,87275,CS0,0
NF-0000559,2026-06-24T09:52:00,branch-kolkata,branch-pune,10.1.6.1,10.1.4.1,54048,161,UDP,SNMP,16159186,26232,119043,CS0,0
NF-0000560,2026-06-24T09:35:00,branch-chandigarh,branch-hyderabad,10.1.9.1,10.1.3.1,64837,389,TCP,LDAP,11875689,11203,49986,CS0,0
NF-0000561,2026-06-24T09:45:00,branch-hyderabad,hub-delhi,10.1.3.1,10.0.0.1,54466,389,TCP,LDAP,27445676,53189,49488,CS0,0
NF-0000562,2026-06-24T09:30:00,branch-chennai,branch-kolkata,10.1.2.1,10.1.6.1,52382,389,TCP,LDAP,3465826,3275,37063,CS0,0
NF-0000563,2026-06-24T09:56:00,dc-mumbai,branch-lucknow,10.0.0.2,10.1.11.1,49996,8801,UDP,Video-Conf,34293593,39876,53611,AF41,0
NF-0000564,2026-06-24T09:25:00,branch-kolkata,branch-kochi,10.1.6.1,10.1.12.1,65411,389,TCP,LDAP,21967784,39158,117654,CS0,0
NF-0000565,2026-06-24T09:28:00,branch-guwahati,branch-hyderabad,10.1.8.1,10.1.3.1,57276,53,UDP,DNS,4382718,3312,96331,CS0,1
NF-0000566,2026-06-24T09:58:00,dc-mumbai,branch-bhubaneswar,10.0.0.2,10.1.7.1,61430,514,UDP,Syslog,21838116,45782,31114,CS0,0
NF-0000567,2026-06-24T09:49:00,branch-jaipur,branch-bengaluru,10.1.10.1,10.1.1.1,61812,514,UDP,Syslog,39611060,40752,92721,CS0,0
NF-0000568,2026-06-24T09:35:00,branch-pune,branch-guwahati,10.1.4.1,10.1.8.1,54976,389,TCP,LDAP,35189331,63176,37407,CS0,0
NF-0000569,2026-06-24T09:36:00,branch-lucknow,branch-hyderabad,10.1.11.1,10.1.3.1,51710,22,TCP,SSH,45677476,46514,101791,CS0,0
NF-0000570,2026-06-24T09:57:00,branch-lucknow,branch-hyderabad,10.1.11.1,10.1.3.1,51411,514,UDP,Syslog,19635051,25335,102359,CS0,0
NF-0000571,2026-06-24T09:39:00,hub-delhi,branch-pune,10.0.0.1,10.1.4.1,60834,22,TCP,SSH,22956704,23593,23991,CS0,0
NF-0000572,2026-06-24T09:03:00,hub-delhi,branch-bhopal,10.0.0.1,10.1.14.1,64303,8801,UDP,Video-Conf,7123127,12629,17790,AF41,0
NF-0000573,2026-06-24T09:16:00,branch-bhopal,branch-ahmedabad,10.1.14.1,10.1.5.1,50112,22,TCP,SSH,7572378,6014,9818,CS0,0
NF-0000574,2026-06-24T09:54:00,branch-lucknow,branch-jaipur,10.1.11.1,10.1.10.1,55868,161,UDP,SNMP,17127927,22776,56644,CS0,0
NF-0000575,2026-06-24T09:49:00,hub-delhi,branch-hyderabad,10.0.0.1,10.1.3.1,61850,123,UDP,NTP,36494836,29622,117185,CS0,0
NF-0000576,2026-06-24T09:49:00,branch-kolkata,hub-delhi,10.1.6.1,10.0.0.1,51189,514,UDP,Syslog,13348405,16811,87845,CS0,0
NF-0000577,2026-06-24T09:03:00,branch-nagpur,branch-hyderabad,10.1.13.1,10.1.3.1,53843,443,TCP,HTTPS,26018047,26740,78370,CS0,0
NF-0000578,2026-06-24T09:01:00,branch-hyderabad,branch-lucknow,10.1.3.1,10.1.11.1,52965,5060,UDP,VoIP-RTP,27886332,33237,71481,EF,0
NF-0000579,2026-06-24T09:24:00,branch-jaipur,branch-chennai,10.1.10.1,10.1.2.1,49541,3200,TCP,ERP-SAP,25039928,37767,16912,CS0,0
NF-0000580,2026-06-24T09:42:00,branch-pune,branch-chennai,10.1.4.1,10.1.2.1,63639,21,TCP,FTP-Backup,39535521,36204,9797,CS0,0
NF-0000581,2026-06-24T09:12:00,branch-hyderabad,branch-kolkata,10.1.3.1,10.1.6.1,53886,5060,UDP,VoIP-RTP,18086259,16397,22032,EF,0
NF-0000582,2026-06-24T09:23:00,branch-lucknow,branch-pune,10.1.11.1,10.1.4.1,64440,389,TCP,LDAP,48625531,36781,63996,CS0,0
NF-0000583,2026-06-24T09:23:00,branch-jaipur,branch-lucknow,10.1.10.1,10.1.11.1,58749,179,TCP,BGP,17394687,16472,43447,CS0,0
NF-0000584,2026-06-24T09:29:00,branch-ahmedabad,branch-bhopal,10.1.5.1,10.1.14.1,55009,514,UDP,Syslog,18570451,19692,11063,CS0,0
